source,date,assertionType,evidenceType,exactText,modality,statementType,drug1Lab,drug1Type,drug1Role,dose1,drug2Lab,drug2Type,drug2Role,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/43452bf8-76e7-47a9-a5d8-41fe84d061f0.html ,2015-11-29 14:46:00 -0700,DDI-clinical-trial,evidence-supports,"Fluoxetine: Co-administration of fluoxetine (20 mg twice daily for 21 days), a potent inhibitor of CYP2D6, with a single 3 mg dose of iloperidone to 23 healthy volunteers, ages 29 to 44 years, who were classified as CYP2D6 extensive metabolizers, increased the AUC of iloperidone and its metabolite P88, by about 2- to 3-fold, and decreased the AUC of its metabolite P95 by one-half. Iloperidone doses should be reduced by one-half when administered with fluoxetine. ",ncit:positive,ncit:quantitative,fluoxetine,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,20,P95,dikbD2R:metabolite,dikbD2R:object-drug-of-interaction,3,SD,Oral,1,BID,Oral,21,23,50,Percent,Decrease,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/43452bf8-76e7-47a9-a5d8-41fe84d061f0.html ,2015-11-29 14:38:11 -0700,DDI-clinical-trial,evidence-supports,"Ketoconazole: Co-administration of ketoconazole (200 mg twice daily for 4 days), a potent inhibitor of CYP3A4, with a 3 mg single dose of iloperidone to 19 healthy volunteers, ages 18 to 45 years, increased the area under the curve (AUC) of iloperidone and its metabolites P88 and P95 by 57%, 55% and 35%, respectively. Iloperidone doses should be reduced by about one-half when administered with ketoconazole or other strong inhibitors of CYP3A4 (e.g., itraconazole). Weaker inhibitors (e.g., erythromycin, grapefruit juice) have not been studied. When the CYP3A4 inhibitor is withdrawn from the combination therapy, the iloperidone dose should be returned to the previous level.",ncit:positive,ncit:quantitative,ketoconazole,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,P95,dikbD2R:metabolite,dikbD2R:object-drug-of-interaction,3,SD,Oral,1,BID,Oral,4,19,35,Percent,Increase,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/49c4105b-e518-481c-a248-6684135f5bc1.html,2015-11-29 18:49:20 -0500,DDI-clinical-trial,evidence-challenges,Risperidone (0.25 mg twice daily) did not show a clinically relevant effect on the pharmacokinetics of digoxin. Dose adjustment for digoxin is not recommended.,ncit:negative,ncit:quantitative,digoxin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,Risperidone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,0.25,UNK,Oral,UNK,BID,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/49c4105b-e518-481c-a248-6684135f5bc1.html,2015-11-29 16:36:20 -0700,DDI-clinical-trial,evidence-challenges,"Repeated oral doses of risperidone (4 mg once daily) did not affect the pre-dose or average plasma concentrations and exposure (AUC) of valproate (1000 mg/day in three divided doses) compared to placebo (n=21). However, there was a 20% increase in valproate peak plasma concentration (Cmax) after concomitant administration of risperidone. Dose adjustment for valproate is not recommended.",ncit:negative,ncit:quantitative,valproate,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,1000,risperidone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,4,Daily,Oral,UNK,QD,Oral,UNK,21,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/49c4105b-e518-481c-a248-6684135f5bc1.html,2015-11-29 16:36:20 -0700,DDI-clinical-trial,evidence-challenges,Repeated oral doses of risperidone (3 mg twice daily) did not affect the exposure (AUC) or peak plasma concentrations (Cmax) of lithium (n=13). Dose adjustment for lithium is not recommended.,ncit:negative,ncit:quantitative,lithium,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,risperidone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,3,UNK,Oral,UNK,BID,Oral,UNK,13,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/49c4105b-e518-481c-a248-6684135f5bc1.html,2015-11-29 16:36:20 -0700,DDI-clinical-trial,evidence-supports,"Repeated oral doses of risperidone (4 mg once daily) did not affect the pre-dose or average plasma concentrations and exposure (AUC) of valproate (1000 mg/day in three divided doses) compared to placebo (n=21). However, there was a 20% increase in valproate peak plasma concentration (Cmax) after concomitant administration of risperidone. Dose adjustment for valproate is not recommended.",ncit:positive,ncit:quantitative,risperidone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,4,valproate,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,1000,Daily,Oral,UNK,QD,Oral,UNK,21,UNK,UNK,UNK,UNK,UNK,UNK,20,Percent,Increase,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:52:49 -0700,DDI-clinical-trial,evidence-challenges,Coadministration of aspirin 150 mg/day with multiple daily doses of BRINTELLIX had no significant inhibitory effect on platelet aggregation or pharmacokinetics of aspirin and salicylic acid [see Drug Interactions (7.4)].,ncit:negative,ncit:quantitative,salicylic acid,dikbD2R:metabolite,dikbD2R:object-drug-of-interaction,150,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,Daily,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNKUNUNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:36:22 -0700,DDI-clinical-trial,evidence-challenges,No clinically relevant effect was observed on steady state lithium exposure following coadministration with multiple daily doses of BRINTELLIX.,ncit:negative,ncit:quantitative,lithium,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,UNK,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:44:17 -0700,DDI-clinical-trial,evidence-challenges,Coadministration of aspirin 150 mg/day with multiple daily doses of BRINTELLIX had no significant inhibitory effect on platelet aggregation or pharmacokinetics of aspirin and salicylic acid [see Drug Interactions (7.4)].,ncit:negative,ncit:quantitative,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,aspirin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,150,Daily,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 15:59:31 -0500,DDI-clinical-trial,evidence-challenges,"Because vortioxetine is highly bound to plasma protein, coadministration of BRINTELLIX with another drug that is highly protein bound may increase free concentrations of the other drug. However, in a clinical study with coadministration of BRINTELLIX (10 mg/day) and warfarin (1 mg/day to 10 mg/day), a highly protein-bound drug, no significant change in INR was observed [see Drug Interactions (7.2)].",ncit:negative,ncit:quantitative,warfarin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,1 to 10,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,Daily,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:38:00 -0700,DDI-clinical-trial,evidence-challenges,Multiple doses of BRINTELLIX did not affect the pharmacokinetics or pharmacodynamics (composite cognitive score) of diazepam.,ncit:negative,ncit:quantitative,diazepam,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,UNK,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:52:49 -0700,DDI-clinical-trial,evidence-challenges,"Furthermore, in a series of clinical drug interaction studies, coadministration of BRINTELLIX with substrates for CYP2B6 (e.g., bupropion), CYP2C9 (e.g., warfarin), and CYP2C19 (e.g., diazepam), had no clinical meaningful effect on the pharmacokinetics of these substrates (Figure 2).",ncit:negative,ncit:quantitative,bupropion,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,UNK,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:57:37 -0700,DDI-clinical-trial,evidence-challenges,"Furthermore, in a series of clinical drug interaction studies, coadministration of BRINTELLIX with substrates for CYP2B6 (e.g., bupropion), CYP2C9 (e.g., warfarin), and CYP2C19 (e.g., diazepam), had no clinical meaningful effect on the pharmacokinetics of these substrates (Figure 2).",ncit:negative,ncit:quantitative,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,warfarin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,UNK,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:57:37 -0700,DDI-clinical-trial,evidence-challenges,"Furthermore, in a series of clinical drug interaction studies, coadministration of BRINTELLIX with substrates for CYP2B6 (e.g., bupropion), CYP2C9 (e.g., warfarin), and CYP2C19 (e.g., diazepam), had no clinical meaningful effect on the pharmacokinetics of these substrates (Figure 2)",ncit:negative,ncit:quantitative,diazepam,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,UNK,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,UNK,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html,2015-11-29 13:42:04 -0700,DDI-clinical-trial,evidence-challenges,"Following coadministration of stable doses of warfarin (1 to 10 mg/day) with multiple daily doses of BRINTELLIX, no significant effects were observed in INR, prothrombin values or total warfarin (protein bound plus free drug) pharmacokinetics for both R- and S-warfarin [see Drug Interactions (7.4)].",ncit:negative,ncit:quantitative,BRINTELLIX,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,UNK,warfarin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,1 to 10,Daily,Oral,UNK,UNK,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-27 14:01:39 -0700,DDI-clinical-trial,evidence-supports,"When a single oral 0.25 mg dose of triazolam was coadministered with nefazodone (200 mg BID) at steady state, triazolam half-life and AUC increased 4 fold and peak concentrations increased 1.7 fold. ",ncit:positive,ncit:quantitative,nefazodone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,triazolam,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,0.25,SD,Oral,1,BID,Oral,UNK,UNK,4,Fold,Increase,UNK,UNK,UNK,1.7,Fold,Increase,4,Fold,Increase
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-29 11:37:19 -0700,DDI-clinical-trial,evidence-challenges,"Phenytoin – Pretreatment for 7 days with 200 mg BID of nefazodone had no effect on the pharmacokinetics of a single 300 mg oral dose of phenytoin. However, due to the nonlinear pharmacokinetics of phenytoin, the failure to observe a significant effect on the single-dose pharmacokinetics of phenytoin does not preclude the possibility of a clinically significant interaction with nefazodone when phenytoin is dosed chronically. ",ncit:negative,ncit:quantitative,Phenytoin,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,300,nefazodone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,SD,Oral,1,BID,Oral,7,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-27 14:29:38 -0700,DDI-clinical-trial,evidence-challenges,"Lorazepam – When lorazepam (2 mg BID) and nefazodone (200 mg BID) were coadministered to steady state, there was no change in any pharmacokinetic parameter for either drug compared to each drug administered alone. Therefore, dosage adjustment is not necessary for either drug when coadministered.",ncit:negative,ncit:quantitative,nefazodone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,Lorazepam,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,5,SD,Oral,1,BID,Oral,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-27 14:11:00 -0700,DDI-clinical-trial,evidence-supports,"When alprazolam (1 mg BID) and nefazodone (200 mg BID) were coadministered, steady-state peak concentrations, AUC and half-life values for alprazolam increased by approximately 2 fold.",ncit:positive,ncit:quantitative,alprazolam,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,1,nefazodone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,BID,Oral,UNK,BID,Oral,UNK,UNK,2,Fold,Increase,UNK,UNK,UNK,2,Fold,Increase,2,Fold,Increase
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-27 15:04:35 -0700,DDI-clinical-trial,evidence-supports,"With 5 mg BID doses of buspirone, slight increases in AUC were observed for nefazodone (23%) and its metabolites hydroxynefazodone (17%) and mCPP (9%).",ncit:positive,ncit:quantitative,buspirone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,5,hydroxynefazodone,dikbD2R:metabolite,dikbD2R:object-drug-of-interaction,250,BID,Oral,UNK,BID,Oral,UNK,UNK,17,Percent,Increase,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-27 14:26:49 -0700,DDI-clinical-trial,evidence-challenges, Pharmacodynamic effects of haloperidol were generally not altered significantly. There were no changes in the pharmacokinetic parameters for nefazodone,ncit:negative,ncit:quantitative,haloperidol,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,5,nefazodone,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,200,BID,Oral,UNK,SD,Oral,1,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-29 13:20:54 -0700,drug-drug-interaction,evidence-supports,"There have been reports of increased blood concentrations of cyclosporine and tacrolimus into toxic ranges when patients received these drugs concomitantly with nefazodone. Both cyclosporine and tacrolimus are substrates of CYP3A4, and nefazodone is known to inhibit this enzyme. If either cyclosporine or tacrolimus is administered with nefazodone, blood concentrations of the immunosuppressive agent should be monitored and dosage adjusted accordingly.",ncit:positive,ncit:Qualitative,nefazodone,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,,cyclosporine,dikbD2R:active-ingredient,dikbD2R:object-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html,2015-11-29 13:14:12 -0700,drug-drug-interaction,evidence-supports,"Lithium – In 13 healthy subjects the coadministration of nefazodone (200 mg BID) with lithium (500 mg BID) for 5 days (steady-state conditions) was found to be well tolerated. When the two drugs were coadministered, there were no changes in the steady-state pharmacokinetics of either lithium, nefazodone, or its metabolite HO-NEF; however, there were small decreases in the steady-state plasma concentrations of two nefazodone metabolites, mCPP and triazole-dione, which are considered not to be of clinical significance. Therefore, no dosage adjustment of either lithium or nefazodone is required when they are coadministered.",ncit:positive,ncit:Qualitative,mCPP,dikbD2R:metabolite,dikbD2R:object-drug-of-interaction,,Lithium,dikbD2R:active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
