"source","date","assertionType","evidenceType","exactText","modality","statementType","drug1Lab","drug1Type","drug1Role","dose1","drug2Lab","drug2Type","drug2Role","dose2","objectRegimens","objectFormulation","objectDuration","preciptRegimens","preciptFormulation","preciptDuration","numOfParticipants","auc","aucType","aucDirection","cl","clType","clDirection","cmax","cmaxType","cmaxDirection","t12","t12Type","t12Direction"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html","2015-11-02 13:32:33 -0500","DDI-clinical-trial","evidence-supports","Digoxin - In subjects who had received 21 days of 40 mg/day Celexa, combined administration of Celexa and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin.","ncit:negative","ncit:quantitative","citalopram","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","40","digoxin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","1","Daily","Oral","21","SD","Oral","1","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1809bcb4-5fcc-45ca-986a-4fa5edcd4b5e.html","2015-09-29 09:58:27 -0400","drug-drug-interaction","evidence-supports","The plasma concentration of CMI has been reported to be increased by the concomitant administration of haloperidol; plasma levels of several closely related tricyclic antidepressants have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decreased by the concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and such an effect may be anticipated with CMI as well. Administration of CMI has been reported to increase the plasma levels of phenobarbital, if given concomitantly (see CLINICAL PHARMACOLOGY, Interactions).","ncit:positive","ncit:Qualitative","tricyclic antidepressants","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:object-drug-of-interaction","nodeID://b40319","hepatic enzyme inducers","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:precipitant-drug-of-interaction","nodeID://b40363","nodeID://b37600","nodeID://b37588","nodeID://b37601","nodeID://b37589","nodeID://b37590","nodeID://b37603","nodeID://b37593","nodeID://b37598","nodeID://b37597","nodeID://b37592","nodeID://b37595","nodeID://b37586","nodeID://b37594","nodeID://b37602","nodeID://b37599","nodeID://b37591","nodeID://b37585","nodeID://b37587","nodeID://b37596"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/c25f968b-7037-4f60-9a02-2189769b0cbf.html","2015-10-28 16:36:27 -0400","DDI-clinical-trial","evidence-supports","In a placebo-controlled trial in normal volunteers, the administration of two doses of sertraline did not significantly alter steady-state lithium levels or the renal clearance of lithium.","ncit:negative","ncit:quantitative","sertraline","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","lithium","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/16a4a314-f97e-4e91-95e9-576a3773d284.html","2015-09-30 10:48:18 -0400","DDI-clinical-trial","evidence-supports","Lorazepam-There was no pharmacokinetic interaction between a single dose of Savella (50 mg) and lorazepam (1.5 mg). ","ncit:negative","ncit:quantitative","lorazepam","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","50","Savella","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:object-drug-of-interaction","1.5","SD","tablet","1","SD","tablet","1","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html","2015-10-28 14:38:28 -0400","DDI-clinical-trial","evidence-supports","In vitro drug interaction studies reveal that paroxetine inhibits CYP2D6. Clinical drug interaction studies have been performed with substrates of CYP2D6 and show that paroxetine can inhibit the metabolism of drugs metabolized by CYP2D6 including desipramine, risperidone, and atomoxetine (see PRECAUTIONS: Drug Interactions)","ncit:positive","ncit:quantitative","paroxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","Unk","atomoxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","Unk","UNK","UNK","Unk","UNK","UNK","Unk","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/75bf3473-2d70-4d41-93cd-afa1015e45bb.html","2015-10-01 10:49:57 -0400","drug-drug-interaction","evidence-supports","In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary","ncit:positive","ncit:Qualitative","flecainide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nodeID://b39892","TCA","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:object-drug-of-interaction","nodeID://b40444","nodeID://b37663","nodeID://b37664","nodeID://b37679","nodeID://b37668","nodeID://b37681","nodeID://b37665","nodeID://b37673","nodeID://b37676","nodeID://b37667","nodeID://b37675","nodeID://b37672","nodeID://b37666","nodeID://b37671","nodeID://b37678","nodeID://b37669","nodeID://b37677","nodeID://b37680","nodeID://b37670","nodeID://b37674"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html","2015-10-28 15:23:31 -0400","DDI-clinical-trial","evidence-supports","In a controlled study of healthy volunteers, after paroxetine was titrated to 60 mg daily, coadministration of a single dose of 2 mg pimozide was associated with mean increases in pimozide AUC of 151% and Cmax of 62%, compared to pimozide administered alone. The increase in pimozide AUC and Cmax is due to the CYP2D6 inhibitory properties of paroxetine. Due to the narrow therapeutic index of pimozide and its known ability to prolong the QT interval, concomitant use of pimozide and paroxetine is contraindicated (see CONTRAINDICATIONS).","ncit:positive","ncit:quantitative","pimozide","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","2","paroxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","60","SD","Oral","1","Daily","Oral","Unk","Unk","151","Percent","Increase","Unk","UNK","UNK","62","Percent","Increase","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html","2015-11-02 13:56:21 -0500","DDI-clinical-trial","evidence-supports","Carbamazepine - Combined administration of Celexa (40 mg/day for 14 days) and carbamazepine (titrated to 400 mg/day for 35 days) did not significantly affect the pharmacokinetics of carbamazepine, a CYP3A4 substrate. Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of citalopram should be considered if the two drugs are coadministered.","ncit:negative","ncit:quantitative","Celexa","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product","dikbD2R:precipitant-drug-of-interaction","40","carbamazepine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","400","Daily","Oral","35","Daily","Oral","14","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/55816042-946d-4bec-9461-bd998628ff45.html","2015-10-14 11:57:06 -0400","drug-drug-interaction","evidence-supports","Rifampin has been reported to substantially decrease the plasma concentrations of the following antiviral drugs: atazanavir, darunavir, fosamprenavir, saquinavir, and tipranavir. These antiviral drugs must not be co-administered with rifampin. (See CONTRAINDICATIONS.) ","ncit:positive","ncit:Qualitative","Rifampin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nodeID://b40440","tipranavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b40468","nodeID://b38873","nodeID://b38867","nodeID://b38876","nodeID://b38880","nodeID://b38882","nodeID://b38875","nodeID://b38883","nodeID://b38884","nodeID://b38879","nodeID://b38870","nodeID://b38874","nodeID://b38868","nodeID://b38878","nodeID://b38872","nodeID://b38881","nodeID://b38877","nodeID://b38885","nodeID://b38869","nodeID://b38871"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html","2015-10-27 14:13:01 -0400","DDI-clinical-trial","evidence-supports","Ketoconazole    Seven-day treatment with ketoconazole (200 mg per day), a potent inhibitor of CYP3A4, did not affect the steady-state pharmacokinetics of selegiline in subjects who received EMSAM 6 mg per 24 hours for 7 days and no differences in the pharmacokinetics of ketoconazole were observed [see Drug Interactions (7.4) and (7.5)]. ","ncit:negative","ncit:quantitative","selegiline","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","6","ketoconazole","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","200","Daily","Oral","7","Daily","transdermal","7","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html","2015-09-14 11:32:07 -0400","drug-drug-interaction","evidence-supports","Coadministration of fosamprenavir/ritonavir with paroxetine significantly decreased plasma levels of paroxetine. Any dose adjustment should be guided by clinical effect (tolerability and efficacy)","ncit:positive","ncit:Qualitative","paroxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b36882","fosamprenavir","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nodeID://b40402","nodeID://b38167","nodeID://b38166","nodeID://b38164","nodeID://b38162","nodeID://b38165","nodeID://b38163","nodeID://b38176","nodeID://b38177","nodeID://b38172","nodeID://b38170","nodeID://b38174","nodeID://b38180","nodeID://b38179","nodeID://b38168","nodeID://b38169","nodeID://b38173","nodeID://b38171","nodeID://b38178","nodeID://b38175"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html","2015-11-02 14:22:34 -0500","DDI-clinical-trial","evidence-supports","In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of citalopram and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin. ","ncit:negative","ncit:quantitative","digoxin","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","1","citalopram","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","40","SD","Oral","1","Daily","Oral","21","Unk","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK","Unk","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html","2015-09-10 14:36:47 -0400","drug-drug-interaction","evidence-supports","Antipsychotics — Some clinical data suggests a possible pharmacodynamic and/or pharmacokinetic interaction between SSRIs and antipsychotics. Elevation of blood levels of haloperidol and clozapine has been observed in patients receiving concomitant fluoxetine. ","ncit:positive","ncit:Qualitative","fluoxetine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nodeID://b39381","haloperidol","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:object-drug-of-interaction","nodeID://b39099","nodeID://b37514","nodeID://b37529","nodeID://b37515","nodeID://b37525","nodeID://b37522","nodeID://b37530","nodeID://b37519","nodeID://b37531","nodeID://b37516","nodeID://b37526","nodeID://b37532","nodeID://b37528","nodeID://b37518","nodeID://b37524","nodeID://b37523","nodeID://b37517","nodeID://b37520","nodeID://b37521","nodeID://b37527"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/a16297df-3158-48db-85e5-5cd506885556.html","2015-09-29 09:27:10 -0400","drug-drug-interaction","evidence-supports","In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers. An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy. The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine, cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide). While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition. The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved. Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other. Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary).","ncit:positive","ncit:Qualitative","quinidine","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient","dikbD2R:precipitant-drug-of-interaction","nodeID://b40384","TCA","http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-group","dikbD2R:object-drug-of-interaction","nodeID://b40356","nodeID://b39063","nodeID://b39064","nodeID://b39071","nodeID://b39067","nodeID://b39057","nodeID://b39062","nodeID://b39074","nodeID://b39058","nodeID://b39070","nodeID://b39060","nodeID://b39069","nodeID://b39056","nodeID://b39072","nodeID://b39061","nodeID://b39073","nodeID://b39066","nodeID://b39059","nodeID://b39065","nodeID://b39068"
