source,date,assertionType,evidenceType,exactText,prefix,suffix,modality,statementType,drug1Lab,drug1Role,drug1Type,drug1rxc,dose1,drug2Lab,drug2Role,drug2Type,drug2rxc,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:25:44 -0400,DDI-clinical-trial,evidence-supports,"Digoxin - In subjects who had received 21 days of 40 mg/day Celexa, combined administration of Celexa and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin.",nodeID://b20793,xsd:String,ncit:negative,ncit:quantitative,digoxin,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/3407,40,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,1,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,"Carbamazepine - Combined administration of Celexa (40 mg/day for 14 days) and carbamazepine (titrated to 400 mg/day for 35 days) did not significantly affect the pharmacokinetics of carbamazepine, a CYP3A4 substrate. Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of citalopram should be considered if the two drugs are coadministered.",nodeID://b20941,xsd:String,ncit:negative,ncit:quantitative,Celexa,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,http://purl.bioontology.org/ontology/RXNORM/,400,carbamazepine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2002,40,Daily,Oral,35,Daily,Oral,14,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,Triazolam - Combined administration of Celexa (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam.,nodeID://b20918,xsd:String,ncit:negative,ncit:quantitative,triazolam,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10767,0.25,Celexa,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,http://purl.bioontology.org/ontology/RXNORM/,40,Daily,Oral,28,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,Metoprolol - Administration of 40 mg/day Celexa for 22 days resulted in a two-fold increase in the plasma levels of the beta-adrenergic blocker metoprolol. Increased metoprolol plasma levels have been associated with decreased cardioselectivity. Coadministration of Celexa and metoprolol had no clinically significant effects on blood pressure or heart rate.,", AND CLINICAL PHARMACOLOGY ).  ",xsd:String,ncit:positive,ncit:quantitative,Celexa,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/drug-product,http://purl.bioontology.org/ontology/RXNORM/,Unk,metoprolol,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6918,40,UNK,UNK,Unk,Daily,Oral,22,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,"Ketoconazole - Combined administration of Celexa (40 mg) and ketoconazole (200 mg) decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram.",nodeID://b20781,xsd:String,ncit:positive,ncit:quantitative,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,200,ketoconazole,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,40,UNK,Oral,Unk,UNK,Oral,Unk,Unk,21,Percent,Decrease,10,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,"Imipramine and Other Tricyclic Antidepressants (TCAs) - In vitro studies suggest that citalopram is a relatively weak inhibitor of CYP2D6. Coadministration of Celexa (40 mg/day for 10 days) with the TCA imipramine (single dose of 100 mg), a substrate for CYP2D6, did not significantly affect the plasma concentrations of imipramine or citalopram. However, the concentration of the imipramine metabolite desipramine was increased by approximately 50%. The clinical significance of the desipramine change is unknown. Nevertheless, caution is indicated in the coadministration of TCAs with Celexa.",nodeID://b20854,xsd:String,ncit:negative,ncit:quantitative,citalopram,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,40,Imipramine,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/5691,100,Daily,Oral,10,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,"Imipramine and Other Tricyclic Antidepressants (TCAs) - In vitro studies suggest that citalopram is a relatively weak inhibitor of CYP2D6. Coadministration of Celexa (40 mg/day for 10 days) with the TCA imipramine (single dose of 100 mg), a substrate for CYP2D6, did not significantly affect the plasma concentrations of imipramine or citalopram. However, the concentration of the imipramine metabolite desipramine was increased by approximately 50%. The clinical significance of the desipramine change is unknown. Nevertheless, caution is indicated in the coadministration of TCAs with Celexa.",nodeID://b20789,xsd:String,ncit:negative,ncit:quantitative,imipramine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/5691,40,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,100,SD,Oral,1,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:25:44 -0400,DDI-clinical-trial,evidence-supports,"Cimetidine - In subjects who had received 21 days of 40 mg/day Celexa, combined administration of 400 mg twice a day cimetidine for 8 days resulted in an increase in citalopram AUC and Cmax of 43% and 39%, respectively. ",nodeID://b20724,xsd:String,ncit:positive,ncit:quantitative,citalopram,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,400,cimetidine,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2541,40,Daily,Oral,21,BID,Oral,8,Unk,43,Percent,Increase,Unk,UNK,UNK,39,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:25:44 -0400,drug-drug-interaction,evidence-supports,"CYP3A4 and CYP 2C19 inhibitors: Since CYP3A4 and CYP 2C19 are the primary enzymes involved in the metabolism of citalopram, it is expected that potent inhibitors of CYP3A4 (e.g., ketoconazole, itraconazole, and macrolide antibiotics) and potent inhibitors of CYP2C19 (e.g., omeprazole) might decrease the clearance of citalopram. However, coadministration of citalopram and the potent CYP3A4 inhibitor ketoconazole did not significantly affect the pharmacokinetics of citalopram. Celexa 20 mg/day is the maximum recommended dose in patients taking concomitant cimetidine or another CYP2C19 inhibitor, because of the risk of QT prolongation (see WARNINGS and DOSAGE AND ADMINISTRATION).",data to address this question are limited.  ,xsd:String,ncit:negative,ncit:Qualitative,citalopram,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,,ketoconazole,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,Triazolam - Combined administration of Celexa (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam.,nodeID://b20917,xsd:String,ncit:negative,ncit:quantitative,triazolam,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10767,40,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,0.25,SD,Oral,1,Daily,Oral,28,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:25:44 -0400,DDI-clinical-trial,evidence-supports,"Lithium - Coadministration of Celexa (40 mg/day for 10 days) and lithium (30 mmol/day for 5 days) had no significant effect on the pharmacokinetics of citalopram or lithium. Nevertheless, plasma lithium levels should be monitored with appropriate adjustment to the lithium dose in accordance with standard clinical practice. Because lithium may enhance the serotonergic effects of citalopram, caution should be exercised when Celexa and lithium are coadministered.",nodeID://b20715,xsd:String,ncit:negative,ncit:quantitative,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,30 mmol,lithium,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,40,Daily,IV,5,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12 -0400,DDI-clinical-trial,evidence-supports,"Pimozide - In a controlled study, a single dose of pimozide 2 mg co-administered with citalopram 40 mg given once daily for 11 days was associated with a mean increase in QTc values of approximately 10 msec compared to pimozide given alone. Citalopram did not alter the mean AUC or Cmax of pimozide. The mechanism of this pharmacodynamic interaction is not known.",nodeID://b20885,xsd:String,ncit:negative,ncit:quantitative,citalopram,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2556,2,pimozide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8331,40,SD,Oral,1,Daily,Oral,11,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,nateglinide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,rosuvastatin,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"Repeated doses of teriflunomide decreased mean Cmax and AUC of caffeine by 18% and 55%, respectively, suggesting that teriflunomide may be a weak inducer of CYP1A2 in vivo.",Drug Interactions (7) ] .   CYP1A2 Substrates  ,xsd:String,ncit:positive,ncit:quantitative,caffeine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/1886,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,55,Percent,Increase,Unk,UNK,UNK,18,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:48:50 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of OAT3 in vivo. In patients taking AUBAGIO, exposure of drugs which are OAT3 substrates (e.g., cefaclor, cimetidine, ciprofloxacin, penicillin G, ketoprofen, furosemide, methotrexate, zidovudine) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) which are OAT3 substrates as required [see Clinical Pharmacology (12.3)].",on organic anion transporter 3 (OAT3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,zidovudine,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/11413,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:43:54 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide may be a weak inducer of CYP1A2 in vivo. In patients taking AUBAGIO, exposure of drugs metabolized by CYP1A2 (e.g., alosetron, duloxetine, theophylline, tizanidine) may be reduced. Monitor these patients and adjust the dose of the concomitant drug(s) metabolized by CYP1A2 as required [see Clinical Pharmacology (12.3)].",AUBAGIO on CYP1A2 substrates   ,xsd:String,ncit:positive,ncit:Qualitative,theophylline,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10438,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:43:54 -0400,drug-drug-interaction,evidence-supports,AUBAGIO may increase the systemic exposures of ethinylestradiol and levonorgestrel. Consideration should be given to the type or dose of contraceptives used in combination with AUBAGIO [see Clinical Pharmacology (12.3)].,AUBAGIO on oral contraceptives   ,xsd:String,ncit:positive,ncit:Qualitative,ethinylestradiol,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,AUBAGIO,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,repaglinide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/73044,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean ethinylestradiol Cmax and AUC0–24 (1.58- and 1.54-fold, respectively) and levonorgestrel Cmax and AUC0–24 (1.33- and 1.41-fold, respectively) following repeated doses of teriflunomide [see Drug Interactions (7)].",Drug Interactions (7) ] .   Oral Contraceptives  ,xsd:String,ncit:positive,ncit:quantitative,levonorgestrel,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6373,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.41,Fold,Increase,Unk,UNK,UNK,1.33,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean ethinylestradiol Cmax and AUC0–24 (1.58- and 1.54-fold, respectively) and levonorgestrel Cmax and AUC0–24 (1.33- and 1.41-fold, respectively) following repeated doses of teriflunomide [see Drug Interactions (7)].",Drug Interactions (7) ] .   Oral Contraceptives  ,xsd:String,ncit:positive,ncit:quantitative,ethinylestradiol,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.54,Fold,Increase,Unk,UNK,UNK,1.58,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean repaglinide Cmax and AUC (1.7- and 2.4-fold, respectively), following repeated doses of teriflunomide and a single dose of 0.25 mg repaglinide, suggesting that teriflunomide is an inhibitor of CYP2C8 in vivo. The magnitude of interaction could be higher at the recommended repaglinide dose [see Drug Interactions (7)].",on Other Drugs    CYP2C8 Substrates  ,xsd:String,ncit:positive,ncit:quantitative,repaglinide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/73044,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,0.25,SD,UNK,1,UNK,UNK,Unk,Unk,2.4,Fold,Increase,Unk,UNK,UNK,1.7,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:38:24 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide is an inhibitor of CYP2C8 in vivo. In patients taking AUBAGIO, exposure of drugs metabolized by CYP2C8 (e.g., paclitaxel, pioglitazone, repaglinide, rosiglitazone) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) metabolized by CYP2C8 as required [see Clinical Pharmacology (12.3)].",AUBAGIO on CYP2C8 substrates   ,xsd:String,ncit:positive,ncit:Qualitative,repaglinide,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/73044,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:48:50 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of OAT3 in vivo. In patients taking AUBAGIO, exposure of drugs which are OAT3 substrates (e.g., cefaclor, cimetidine, ciprofloxacin, penicillin G, ketoprofen, furosemide, methotrexate, zidovudine) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) which are OAT3 substrates as required [see Clinical Pharmacology (12.3)].",on organic anion transporter 3 (OAT3) substrates   ,xsd:String,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,ciprofloxacin,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean cefaclor Cmax and AUC (1.43- and 1.54-fold, respectively), following repeated doses of teriflunomide, suggesting that teriflunomide is an inhibitor of organic anion transporter 3 (OAT3) in vivo [see Drug Interactions (7)].",may be a weak inducer of CYP1A2 in vivo .   OAT3 Substrates  ,xsd:String,ncit:positive,ncit:quantitative,cefaclor,dikbD2R:object-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.54,Fold,Increase,Unk,UNK,UNK,1.43,Fold,Increase,Unk,UNK,UNK
